Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,80%,"4- B,S,C,L","perfume, burning",1
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,80%,"2- B,S","sandy, perfume, nutty",2
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,72%,"2- B,S","dry, floral, slight musty",2
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,58%,"4- B,S,C,L","dry, intense floral, spciy",2
Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,58%,"4- B,S,C,L","dry, nutty, sweet",3
Holy Cacao,Israel,2009,Ivory Coast,Ivory Coast,70%,"2- B,S","dry, sour, cheesey, off",2
Holy Cacao,Israel,2009,Dominican Republic,Hispaniola,70%,"2- B,S","sandy, red berry, sour",2
Holy Cacao,Israel,2009,Peru,San Martin,70%,"2- B,S","coffee, red berry, tart",3
Holy Cacao,Israel,2009,Dominican Republic,Hispaniola w/ nibs,75%,"2- B,S","red berry, cocoa, mild coffee",3
Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",70%,"4- B,S,C,L","floral, roasty, coffee",3
Holy Cacao,Israel,2015,Madagascar,Sambirano,70%,"4- B,S,C,L","rich cocoa, fatty",3
Holy Cacao,Israel,2015,Trinidad,Gran Couva,70%,"4- B,S,C,L","creamy, nutty, tea, fatty",3
Holy Cacao,Israel,2015,Venezuela,Mara,70%,"4- B,S,C,L","muted, fatty, nutty",3
Holy Cacao,Israel,2016,Peru,Maranon,70%,"4- B,S,C,L","sour, raw, green",2
Honest,South Africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72%,"2- B,S*","true to sugar, green, fatty",2
Hotel Chocolat,U.K.,2013,St. Lucia,"Island Growers, 2012, 120hr c., batch 13080",100%,,"pastey, bitter, unfixable",1
Hotel Chocolat,U.K.,2013,St. Lucia,"Marcial, single Cote, 2012",70%,"2- B,S",cardamon,3
Hotel Chocolat,U.K.,2015,St. Lucia,"Pepiniere, single Cote",70%,"2- B,S","smoke, cocoa, fruit, fuel",2
Hotel Chocolat,U.K.,2018,Colombia,"Sierra Nevada, Cienaga",75%,"4- B,S,C,L","dry, woody, dried fruit",2
Hotel Chocolat,U.K.,2019,Honduras,Copan,72%,"4- B,S,C,L","sour raisin, woody, fatty",2
Hotel Chocolat,U.K.,2019,Tanzania,Kilombero Valley,80%,"4- B,S,C,L","fatty, mild bitter, banana",2
Hotel Chocolat (Coppeneur),U.K.,2008,Uganda,Uganda,80%,,"charred, espresso",2
Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,Tanzania,75%,"4- B,S,C,L","sandy, sweet, mild cocoa",2
Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,St. Lucia,72%,"3- B,S,C","grassy, tobacco, intense",2
Hotel Chocolat (Coppeneur),U.K.,2008,Sao Tome,Uba Budo,72%,"4- B,S,C,L","fungal, mushroom, mild burn",2
Hotel Chocolat (Coppeneur),U.K.,2010,Ecuador,Ecuador,70%,,"spicy, sour, burning",2
Hotel Chocolat (Coppeneur),U.K.,2010,Venezuela,Chuao,70%,"4- B,S,C,L","ashey, woody, bright red",2
Hotel Chocolat (Coppeneur),U.K.,2010,Dominican Republic,Santo Domingo,70%,,"earthy, woody, sour mint",2
Hotel Chocolat (Coppeneur),U.K.,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",80%,"4- B,S,C,L","mild bitter, floral",2
Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,"Island Growers, 120hr c.",65%,"4- B,S,C,L","woody, nutty, short",2
Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,"Island Growers, 96hr c.",65%,"4- B,S,C,L","sweet, cocoa, grassy",2
Hotel Chocolat (Coppeneur),U.K.,2012,Madagascar,Sambirano,66%,"4- B,S,V,L","sweet, red berry, sour",3
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100%,1- B,"candy,uncontrolled bitterness",2
Hotel Chocolat (Coppeneur),U.K.,2013,Peru,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092",100%,,"spice,cocoa, tolerable bitter",2
Hotel Chocolat (Coppeneur),U.K.,2013,Dominican Republic,"Conacado, 2012, 120hr c.batch 13092",100%,,"trop. Fruit, coffee, bitter",2
Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,Trinidad,75%,"4- B,S,C,L","sandy, vegetal, sour",2
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara",90%,"2- B,S","oily, leathery, intense bitter",2
Hotel Chocolat (Coppeneur),U.K.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72%,"4- B,S,C,L","nutty, mild coffee",2
Hotel Chocolat (Coppeneur),U.K.,2013,Vietnam,Mekong Delta & Dong Nai,80%,"4- B,S,C,L","tart, fruity, intense",3
Hotel Chocolat (Coppeneur),U.K.,2013,Ecuador,"Los Rios, H. Iara, 2012",82%,"2- B,S","oily, spicy, sl. Burnt",3
Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70%,"3- B,S,C","fatty, gritty, roasty",2
Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70%,"3- B,S,C","nutty, coffee, rich",3
Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70%,"3- B,S,C","intense, cherry, metallic",2
Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70%,"3- B,S,C","woody, floral, metallic",2
Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70%,"3- B,S,C","earthy, metallic edge",2
Hummingbird,Canada,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,70%,"3- B,S,C","spicy, mild fruit, fatty",3
Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",70%,"3- B,S,C","raisins, rich choco",3
Hummingbird,Canada,2015,Vietnam,Lam Dong,70%,"3- B,S,C","spicy, mild roasty",3
Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72%,"3- B,S,C","creamy, sour, raisin",2
Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72%,"3- B,S,C","creamy, nutty, muted",3
Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72%,"3- B,S,C","creamy, cocoa, lemon",3
Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72%,"3- B,S,C","creamy, roasted nuts, fatty",3
Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72%,"3- B,S,C","creamy, nutty, cocoa",3
Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74%,"3- B,S,C","creamy, nutty, delicate fruit",3
Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70%,"3- B,S,C","creamy, nutty, fruity",3
Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72%,"3- B,S,C","peanut, coffee, cocoa, bread",3
Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72%,"3- B,S,C","creamy, nutty, earthy",3
Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72%,"3- B,S,C","fatty, rich, berry notes",3
Indah,India,2016,India,India (south),61%,"4- B,S,C,L","sour, sweet, rubber",2
Indi,U.S.A.,2014,Honduras,Honduras,77%,"3- B,S,C","buttery, intense, spice, roasty",2
Indi,U.S.A.,2017,Vietnam,Lam Dong,72%,"3- B,S,C","molasses, roasty",2
iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",72%,"4- B,S*,C,L","very sandy, sweet, spicy",2
iQ Chocolate,Scotland,2012,Peru,black label,72%,"4- B,S*,C,L","sandy, caramel",2
Isidro,U.S.A.,2014,Peru,"Peru, batch 25",72%,"2- B,S","off notes, pungent",1
Isidro,U.S.A.,2014,Belize,"Belize, batch 26",72%,"2- B,S","mild metallic, spice, tea",2
Isidro,U.S.A.,2014,Dominican Republic,"Dominican Republic, batch 30",72%,"2- B,S","roasty, nutty, spicy",2
Isidro,U.S.A.,2014,Madagascar,"Madagascar, batch 27",72%,"2- B,S","intense, tart, earthy",3
Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,Perseverance E.,72%,"4- B,S,C,L","woody, meaty, vegetal",2
Izard,U.S.A.,2015,Dominican Republic,"Elvesia P., Batch 32",70%,"2- B,S","intense, molasses, fruit",2
Izard,U.S.A.,2015,Belize,"Maya Mountain, Toledo, Batch 29",70%,"2- B,S","intense, cherry, rich, metallic",3
Jacque Torres,U.S.A.,2006,Ghana,Trinatario Treasure,71%,"5- B,S,C,V,L","gritty, unrefined, off notes",1
Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",72%,"3- B,S,C","sandy, sweet",2
Johnny Iuzzini,U.S.A.,2017,Jamaica,Mount Pleasant,67%,"4- B,S,C,L","candy like, sweet, dairy",2
Johnny Iuzzini,U.S.A.,2017,Peru,"San Martin, Oro Verde",75%,"4- B,S,C,L","floral, tobacco, candied",2
Johnny Iuzzini,U.S.A.,2017,Venezuela,"Ocumare, Cuyagua",72%,"3- B,S,C","dairy, nutty, butterscotch",3
Johnny Iuzzini,U.S.A.,2017,Vietnam,"Tien Giang, Mekong Delta",65%,"4- B,S,C,L","sweet, fruity, vanilla",3
Johnny Iuzzini,U.S.A.,2017,Ecuador,Camino Verde P.,70%,"4- B,S,C,L","floral, bourbon, salt",3
Johnny Iuzzini,U.S.A.,2017,Madagascar,"Sambirano Valley, Batch 7",68%,"5- B,S,C,V,L","vanilla, gateway",3
Johnny Iuzzini,U.S.A.,2017,Ecuador,"Costa Esmeralda, Batch 30",78%,"4- B,S,C,L","full bodied, floral",3
Johnny Iuzzini,U.S.A.,2018,India,"Anamalai, batch 8",66%,"4- B,S,C,L","gritty, coffee, sweet, hammy",2
Johnny Iuzzini,U.S.A.,2018,Colombia,"Tumaco, batch 2",73%,"4- B,S,C,L","complex, bold, gritty",2
Johnny Iuzzini,U.S.A.,2018,Trinidad,"Tabaquite, batch 12",80%,"4- B,S,C,L","bold, spice, sour fruit, gritty",2
Jordis,Czech Republic,2015,Madagascar,Madagascar,63%,"2- B,S","off note, vanilla, basic cocoa",2
Jordis,Czech Republic,2020,Venezuela,Chuao,75%,"3- B,S,C","harsh, burnt nuts, powdery",2
Kad Kokoa,Thailand,2018,Thailand,Chumphon,70%,"3- B,S,C","floral, earthy, grassy",2
Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70%,"3- B,S,C","nutty, cocoa, sour veggie",3
Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70%,"3- B,S,C","herbal, tea-like",3
Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70%,"3- B,S,C",brownie,3
Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",82%,"5- B,S,C,V,L","nutty, sour milk, off note",2
Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",55%,"5- B,S,C,V,L","very sweet, basic cocoa",2
Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",62%,"5- B,S,C,V,L","candy-like, peanut butter",2
Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",70%,"5- B,S,C,V,L","raisins, prunes",3
Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",68%,"4- B,S,C,L","rich cocoa, dried fruit, roasty",3
Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",70%,"3- B,S,C","light color, nutty, caramel",3
Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S.",67%,"4- B,S,C,L","banana, fall spices, earthy",3
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),70%,"3- B,S,C","sandy, sweet, acidic",2
Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",72%,"4- B,S,C,L","creamy, black tea, vegetal",2
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,Mata Larga,71.50%,"3- B,S,C","creamy, balanced, fig, cocoa",3
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,"Dominican Nacional, Collection 01",68%,"4- B,S,C,L","creamy, floral, dried fruit",3
Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",65%,"4- B,S,C,L","creamy, distinct, dried fruit",3
Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75%,"3- B,S,C","spicy, tobacco",2
Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75%,"3- B,S,C","muted, grapes, astringent",2
Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75%,"3- B,S,C","base cocoa, fruit, fatty",2
Kakao,Germany,2009,Vanuatu,Vanuatu,65%,,"cocoa, strong distinct spice",3
Kakao,Germany,2012,Peru,Peru,64%,,"chewy, vanilla, metallic",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85%,"4- B,S,C,V","crumbly, vanilla, bitter",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75%,"4- B,S,C,V","grassy, earthy, coffee",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75%,"4- B,S,C,V","sweet, vanilla, coffee",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85%,"4- B,S,C,V","creamy, nutty, bitter, flat",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70%,"4- B,S,C,V","creamy, mild marshmallow",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85%,"4- B,S,C,V","spicy, mild bitter",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85%,"4- B,S,C,V","fruity,floral,cooling sensation",2
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70%,"4- B,S,C,V","intense, mint, marshmallow",3
Kaoka (Cemoi),France,2009,Blend,Noir,70%,,mild bitter and chemical off,2
Kaoka (Cemoi),France,2009,Ecuador,Ecuador,80%,,"spicy, floral, bitter",2
Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",70%,"3- B,S,C","licorice, melon",2
Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",70%,"3- B,S,C","plum, molasses",3
Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",70%,"3- B,S,C","fatty, dark berry, grassy",3
Ki' Xocolatl,Mexico,2009,Mexico,Dark,72%,"5- B,S,C,V,L","sweet, vanilla domintates, nut",1
Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70%,"3- B,S,C","poor finish, cocoa, grassy",2
Kiskadee,U.S.A.,2014,Dominican Republic,"La Red, Guanconjeco",60%,"2- B,S","gritty, overly sweet, citrus",2
Krak,Amsterdam,2017,Belize,Belize,70%,"2- B,S","gritty, sour, berries",2
Krak,Amsterdam,2017,Vietnam,Vietnam,70%,"2- B,S","sticky, molasses, sour",2
Krak,Amsterdam,2017,Mexico,Xoconusco,70%,"2- B,S","medium roast, nutty",2
Krak,Amsterdam,2018,Madagascar,Mava Sa Ferme D'ottange,70%,"2- B,S","roasty, nutty",2
Krak,Amsterdam,2018,Philippines,Kablon Farm,70%,"2- B,S","nuts, dried fruit, grassy",2
Krak,Amsterdam,2018,Mexico,"Xoconusco, triple turned",70%,"2- B,S","intense, high acidity",3
Krak,Netherlands,2019,Colombia,H. Betulia B6,70%,"2- B,S","light color,",2
Krak,Amsterdam,2019,Papua New Guinea,Gazelle,70%,"2- B,S","astringent, smomkey cocoa",2
Kto,U.S.A.,2014,Peru,San Martin,72%,"2- B,S","intense, pungent, tangy",2
Kto,U.S.A.,2014,Venezuela,Ocumare,72%,"3- B,S,C","nutty, pungent, sour",2
Kto,U.S.A.,2014,Belize,Belize,72%,"3- B,S,C","nutty, sour milk",2
Kto,U.S.A.,2014,Madagascar,Sambirano Valley,72%,"3- B,S,C","strawberry, intense, sour",2
Kto,U.S.A.,2014,Belize,Belize,90%,"2- B,S","intense, spicy, pungent",2
Kto,U.S.A.,2014,Dominican Republic,Elvesia,72%,"3- B,S,C","spicy, molasses, earthy",2
Kto,U.S.A.,2014,Dominican Republic,ROIG,72%,"3- B,S,C","earthy, fatty, tea",2
K'ul,U.S.A.,2016,Peru,"Maranon, Fortunato No. 4",70%,"4- B,S,C,L","astringent, unbalanced, off",2
K'ul,U.S.A.,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70%,"4- B,S,C,L","spicy, vanilla, dairy",2
K'ul,U.S.A.,2016,Brazil,"Bahia, Fazenda Camboa",70%,"4- B,S,C,L","creamy, mild flavors",3
K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70%,"4- B,S,C,L",oranges,3
Kyya,U.S.A.,2014,Uganda,Uganda,72.5%,"5-B,S,C,V,Sa","vanilla, earth, cardboard",2
Kyya,U.S.A.,2014,Ecuador,Ecuador,72.5%,"5-B,S,C,V,Sa","intense, bourbon, vanilla",2
Kyya,U.S.A.,2014,Dominican Republic,Hispaniola,72.5%,"5-B,S,C,V,Sa","vanilla, candy-like, sour milk",2
Kyya,U.S.A.,2014,Madagascar,Madagascar,72.5%,"5-B,S,C,V,Sa",mild vanilla and mild fruit,2
L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,Bolivian,68%,"5- B,S,C,V,L","rich, spice, cheese",2
L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,64%,"5- B,S,C,V,L","smooth, rich, lemon",3
L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,71%,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",2
L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,75%,"5- B,S,C,V,L","creamy, cocoa, spice",2
L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,74%,"5- B,S,C,V,L","simple, rich hot cocoa",3
L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,74%,"5- B,S,C,V,L","spicy, roasty, coffee",3
L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,74%,"5- B,S,C,V,L","floral, soapy, earthy",2
L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,68%,"5- B,S,C,V,L","berry, rich cocoa dominates",3
L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,70%,"5- B,S,C,V,L","creamy, woody, nutty",3
La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",68%,"3- B,S,C","unrefined, sweet, basic cocoa",2
La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70%,,"molasses, cardboard, off note",1
La Chocolaterie Nanairo,Japan,2016,Peru,"Lumas, 2015 Harvest, Batch 7",70%,,"metallic, cardboard, fruit",2
La Chocolaterie Nanairo,Japan,2016,Belize,"Belize, 2014 Harvest, Batch 9",70%,,"nutty, fatty",2
La Chocolaterie Nanairo,Japan,2016,Peru,"Tumbes, 2013 Harvest, Batch 8",70%,,"grit, earthy, musty",2
La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,70%,"2- B,S","anise, spicy, earthy",2
La Chorena,U.S.A.,2018,Peru,Maranon,75%,"2- B,S","earthy, molasses, dried fruit",2
La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",70%,"4- B,S,C,L","molasses, high acidity",2
La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",70%,"2- B,S","tart, molasses, grits",2
La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70%,"2- B,S","fruit, cocoa, grape",3
La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70%,"2- B,S","dry, melon, cocoa",3
La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72%,"2- B,S","sandy, grapes",3
La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74%,"4- B,S,C,L","roasty, dark berry, rich",3
La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60%,"4- B,S,C,L","rich, sweet, cocoa, intense",2
La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68%,"4- B,S,C,L","rich cocoa, burning sensation",2
La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69%,"4- B,S,C,L","nutty, grassy, rich cocoa",3
La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60%,"4- B,S,C,L","cocoa, caramel, sweet",3
La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68%,"4- B,S,C,L","rich, vegetal, banana, spice",3
La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,Loma Sotavento,66%,"4- B,S,C,L","nutty, pear, sour milk",3
La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74%,"4- B,S,C,L","brownie, cocoa, sour, sweet",2
La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60%,"4- B,S,C,L","creamy, rich, dairy, nutty",2
La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56%,"4- B,S,C,L","sweet, nutty, cocoa",2
La Oroquidea,Peru,2011,Peru,Peruvian Amazon,72%,,"peanut butter, burnt rubber",2
La Pepa de Oro,Ecuador,2011,Ecuador,Vinces,60%,,"sweet, fudgey, tang",2
La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70%,"2- B,S","mild hammy, roasty, sour",2
La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70%,"2- B,S","rich cocoa, mild fruit & nut",3
La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70%,"2- B,S","citrus,prononced orange",3
Laia aka Chat-Noir,France,2014,Cuba,Cuba,70%,"4- B,S,C,L","fatty, roasty, coffee, off note",2
Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68%,"4- B,S,C,L","nutty, woody, leathery",2
Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75%,"4- B,S,C,L","roasty, sour, cardboard",2
Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75%,"4- B,S,C,L","gritty, roasty, waxy, off",2
Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75%,"4- B,S,C,L","slight burnt, astringent, fruit",2
Laia aka Chat-Noir,France,2015,Ivory Coast,"Ivory Coast, Batch 56/100",75%,"4- B,S,C,L","roasty, nutty, rich cocoa",2
Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75%,"4- B,S,C,L","sandy, fatty, roasty, fruit",2
Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75%,"4- B,S,C,L","smokey, rich cocoa, spice",2
Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",75%,"4- B,S,C,L","rich, roasty, nutty, smoke",3
Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75%,"4- B,S,C,L","creamy, mild honey, floral",3
Lajedo do Ouro,Brazil,2012,Brazil,Catongo,70%,,"floral, caramel",3
Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,Tanzania,75%,,"dry, roasty, toffee",2
L'Amourette,U.S.A.,2012,Venezuela,Carenero Superior,75%,"5- B,S,C,V,L","chalky, fatty, sweet",2
L'Amourette,U.S.A.,2012,Venezuela,Rio Caribe,75%,"5- B,S,C,V,L","chalky, cocoa, tangy",2
L'Amourette,U.S.A.,2012,Blend,"Peru, Ecuador, Venezuela",72%,"5- B,S,C,V,L","fatty, nutty, woody",2
L'Amourette,U.S.A.,2016,Nicaragua,Rugoso,80%,"2- B,S","spicy, grassy, roasty",3
Land,U.K.,2018,Nicaragua,Nueva Guinea,71%,"3- B,S,C","simple, earthy, cocoa",2
Land,U.K.,2018,Honduras,San Pedro Sula,70%,"3- B,S,C","sandy, rich cocoa",2
Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",73%,"3- B,S,C","complex, dairy, roasty",3
Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",74%,"3- B,S,C","well balanced, melon",3
Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70%,"3- B,S,C","sandy, off, hammy",2
Legast,Belgium,2019,Costa Rica,Upala,70%,"3- B,S,C","base cocoa, mild ham, woody",2
Legast,Belgium,2019,Peru,Piura,70%,"3- B,S,C","sandy, light color, grape",3
Letterpress,U.S.A.,2014,Peru,Maranura,70%,"2- B,S","intense, sticky, cocoa",3
Letterpress,U.S.A.,2015,Costa Rica,San Andres,70%,"2- B,S","roasty, black pepper, woody",2
Letterpress,U.S.A.,2015,Bolivia,Beniamo,70%,"2- B,S","dried fruit, nutty, mushroom",2
Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",70%,"2- B,S","red fruit, brownie",2
Letterpress,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70%,"2- B,S","cocoa, spice, fruit",3
Letterpress,U.S.A.,2015,Tanzania,Kokoa Kamili,70%,"2- B,S","subtle, spicy, banana",3
Letterpress,U.S.A.,2016,Liberia,Liberia,70%,"2- B,S","floral, black licorice",2
Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70%,"2- B,S","smokey, mild berry",2
Letterpress,U.S.A.,2017,Honduras,"La Masica, Batch 7, FHIA",70%,"2- B,S","strong raspberry, mocha",3
Letterpress,U.S.A.,2017,Peru,Ucayali,70%,"3- B,S,C","mild, licorice, coffee, cocoa",3
Letterpress,U.S.A.,2018,Ghana,Ashanti,70%,"3- B,S,C",brownie,3
Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",70%,"3- B,S,C","woody, mocha, molasses",2
Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",70%,"3- B,S,C","spoiled milk, sweet, molasses",2
Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",70%,"3- B,S,C","buttery, sunflower, astringent",3
Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70%,"3- B,S,C",home baked banana nut bread,3
Levy,Finland,2014,Madagascar,Sambirano,71%,"3- B,S,C","sandy, citrus",3
Lilla,Finland,2016,Madagascar,Madagascar,70%,"2- B,S","sweet edge, bright fruit, off",2
Lillie Belle,U.S.A.,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75%,"2- B,S","grits, roasted, nutty",2
Lillie Belle,U.S.A.,2012,Dominican Republic,"The Other One, Grand Cru",74%,"2- B,S","fatty, roasty, cocoa",2
Lillie Belle,U.S.A.,2012,Peru,Perfect Illusion,65%,"2- B,S","creamy, strawberry, cocoa",3
